00016,Albizia lebbeck,,08057,051a,08057-051a,,East India Walnut/  Woman's tongue  tree,,,Dec 2012,90%,ECHO-US,FLORIDA,Fabaceae,,$0.09
00017,Abelmoschus esculentus,,06021,082E,06021-082E,,Okra,,Burgundy,Sep 2012,90%,ECHO-US,FLORIDA,Malvaceae,,$0.01
00018,Abelmoschus esculentus,,94059,101E,94059-101E,,Okra ,,Borneo,Feb 2010,80%,ECHO-US,FLORIDA,Malvaceae,"Open- pollinated.  Plant seeds 1""  deep. Extra  long edible  pods that  grow up to  19"".",$0.01
00019,Albizia lebbeck,,03061,031A,03061-031A,,East India Walnut/  Woman's tongue  tree,,,Jan 2013,60%,ECHO-US,FLORIDA,Fabaceae,,$0.09
00020,Acacia auriculiformis,,04031,041A,04031-041A,,Earleaf Acacia,,,Feb 2013,10%,ECHO-US,FLORIDA,Fabaceae,,$0.88
00021,Abelmoschus esculentus,,06021,082E,06021-082E,,Okra,,Burgundy,Sep 2012,90%,ECHO-US,FLORIDA,Malvaceae,"49-60 days.  Attractive 4-5  ft. plant with  green leaves  and burgundy  stems,  branches, leaf  ribs; tender  burgundy  pods 6-8""  (15-20 cm)  long. ",$0.01
00022,Allium cepa,,05032,121a,05032-121a,,Onions,,Candy F1,Feb 2013,95%,ECHO-US,FLORIDA,Amaryllidaceae,"Intermediate- day, hybrid  variety.  Slightly  flattened  yellow onion  has potential  for large size.  Maturity:  approx. 290  days if late  summer-sown  and wintered  over; 110  days if spring.  Best at 33-40  degrees  latitude.",$7.50
00023,Acacia auriculiformis,,96006,051H,96006-051H,,Earleaf Acacia,,,Jan 2013,70%,ECHO-US,FLORIDA,Fabaceae,"Very fast  growing on  almost any  degraded soil  (pH 3-9).  Needs full  sun.  Fuelwood,  erosion  control,  shade, weed  surppresssent . Scarify by  immersion in  boiling water  for two  minutes  before  planting.",$0.88
00024,Acacia colei,,98177,981D,98177-981D,,Edible Australian  Acacia,,,Dec 2012,40%,ECHO-US,FLORIDA,Fabaceae,,$0.88
00025,Allium cepa,,02113,021A,02113-021A,,Onion,,Laredo F1,9/2011,100,ECHO-US,FLORIDA,Amaryllidaceae,,
00026,Abelmoschus esculentus,,10004,101A,10004-101A,,Okra,,Clemson  Spineless,Apr 2013,95%,ECHO-US,FLORIDA,Malvaceae,"Open- pollinated,  prolific ",$0.07
,,,,,,,,,,,,,,,producer of  dark green  spineless  pods which  can be  harvested  continuously  for weeks.  Pods best  when 2-3  inches long.  Plants grow  4-5 feet in  height on  average. 52  days.,
00027,Allium cepa,,02113,051A,02113-051A,,Onion,,Laredo F1,Jan 2013,95%,ECHO-US,FLORIDA,Amaryllidaceae,,$7.50
00028,Allium cepa,,03058,031A,03058-031A,,Onion,,Red Burgundy,5/2012,90%,ECHO-US,FLORIDA,Amaryllidaceae,,$7.50
00029,Allium cepa,,02115,051A,02115-051A,,Onion,,Reforma F1,Aug 2011,80%,ECHO-US,FLORIDA,Amaryllidaceae,,$0.26
00030,Allium cepa,,08090,081D,08090-081D,,Onion,,BGS 919 F1,Jan 2013,90%,ECHO-US,FLORIDA,Amaryllidaceae,,$7.50
00032,Allium cepa,,08089,081D,08091-081D,,Onion,,Alison F1,Jan 2013,90%,ECHO-US,FLORIDA,Amaryllidaceae,,$7.50
00033,Allium cepa,,08084,081D,08084-081D,,Onion,,Copra F1,Jan 2013,75%,ECHO-US,FLORIDA,Amaryllidaceae,,$7.50
00034,Abelmoschus esculentus,,04042,041A,04042-041A,,Okra,,Greenie,Jan 2013,95%,ECHO-US,FLORIDA,Malvaceae,"Plant is early  and vigorous  with small  parted leaves.  Fruit-set  begins on the  7th-8th node  when it is  sown under  high  temperature  conditions  (30-35  degrees C)  and on the 4th  node when it  is sown under  lower  temperatures  (about  20  degrees C).  Fruit is plump,  dark green,  and  five-ridged.",$0.01
00035,Amaranthus hybridus,,89061,011E,89061-011E,,Grain Amaranth,,Grain  amaranth from  Nigeria,5/2012,60%,ECHO-US,FLORIDA,Amaranthaceae,,$0.00
00036,Amaranthus cruentus,,81039,031E,81039-031E,,Grain amaranth,,R 104,Jan 2013,95%,ECHO-US,FLORIDA,Amaranthaceae,,$0.00
00037,Acacia angustissima,,03028,031A,03028-031A,,Prairie Acacia,,Prairie Acacia,May 2012,70%,ECHO-US,FLORIDA,Fabaceae,Acacia - a  great forage  species. Used  as organic  matter and in  alley cropping.  Potential ,$0.88
,,,,,,,,,,,,,,,source of fuel  wood and  fodder.  Tolerates acid  soil. Greater  than 1000mm  mean annual  rainfall  needed to  grow well.,
00038,Amaranthus hybridus,,97034,981E,97034-981E,,Grain Amaranth,,,May 2012,65%,ECHO-US,FLORIDA,Amaranthaceae,,$0.00
00039,Amaranthus hybridus,,89061,081E,89061-081E,,Grain Amaranth,,,Jan 2013,75%,ECHO-US,FLORIDA,Amaranthaceae,,$0.00
00040,Abelmoschus esculentus,,01090,011D,01090-011D,,Okra,,Prelude,May 2012,100%,ECHO-US,FLORIDA,Malvaceae,This variety of  okra  has an  unusual  lance-shaped  leaf which  allows sunlight  and rain to  pass through  the leaf  canopy and  reach the  growing plant.  Harvesting  from overhead  is  considerably  easier due to  leaf  morphology. ,$0.01
00041,Albizia lucida,,88025,061E,88025-061E,,Silk Tree,,,,,ECHO-US,FLORIDA,Mimosaceae,,$0.09
00042,Allium cepa,,05002,071A,05002-071A,,Onion,,Ringmaster,May 2012,95%,ECHO-US,FLORIDA,Amaryllidaceae,,$0.26
00043,Acacia colei,,98177,981D,98177-981D,,Edible Australian  Acacia,,Australian  Acacia,Dec 2012,40%,ECHO-US,FLORIDA,Fabaceae,"Seed flour can  make up to  25% of a  recipe. Fix  nitrogen,  produce  timber for light  construction  or firewood,  used as  windbreak and  low-grade  fodder.  Survive hot,  dry conditions  (40C, 200mm  annual  rainfall); plant  10m apart,  closer if  rainfall  >450mm  annuallly. ",$0.88
00044,Acacia mangium,,00023,001A,00023-001A,,Mange/ Forest  Mangrove,,Forest  mangrove,Jan 2013,30%,ECHO-US,FLORIDA,Fabaceae,"Very fast  growing on  acid, ",$0.88
,,,,,,,,,,,,,,,"degraded  soils, needs  full sun to sun.  Fuelwood,  suppresses  weeds. Not  drought or  wind tolerant,  not for fodder.  Don't coppice.  Scarify the  seeds before  planting.",
00045,Amaranthus viridis,,06033,061A,06033-061A,,Amaranth,,Green,Jan 2013,80%,ECHO-US,FLORIDA,Amaranthaceae,,$0.00
00046,Allium cepa,,08079,081A,08079-081a,,Onion,,White Sweet  Spanish,Jan 2013,75%,ECHO-US,FLORIDA,Amaryllidaceae,,$0.26
00047,Acacia galpinii,,05059,051A,05059-051A,,Monkey Thorn,,Monkey Thorn,May 2012,70%,ECHO-US,FLORIDA,Fabaceae,African  deciduous  tree 20-30m  tall. Adapted  to hot dry  climates.  Leaves used  for animal  fodder. Soak  seeds  overnight in  hot water  before sowing.,$0.88
00048,Acacia torulosa,,04029,061A,04029-061A,,Edible Australian  Acacia (Deep  Gold Wattle),,,May 2012,50%,ECHO-US,FLORIDA,Fabaceae,Seed flour can  make up top  25% of a  recipe.   Adapted to  tropical  semi-arid  climates  (annual  rainfall  350-800mm)  and sandy  soils.  Will still  produce a  heavy seed  crop even  after a low  rainfall year.,$0.88
00049,Acacia mangium,,00023,001A,00023-001A,,Mange/ Forest  Mangrove,,Forest  mangrove,Jan 2013,30%,ECHO-US,FLORIDA,Fabaceae,"Very fast  growing on  acid,  degraded  soils, needs  full sun to sun.  Fuelwood,  suppresses  weeds. Not  drought or  wind tolerant,  not for fodder.  Don't coppice.  Scarify the ",$0.88
,,,,,,,,,,,,,,,seeds before  planting.,
00050,Acacia elecantha,,02063,021D,02063-021D,,Edible Acacia,,,Nov 2012,70%,ECHO-US,FLORIDA,Fabaceae,"Seed flour can  make up to  25% of a  recipe.  Adapted to  tropical  semi-arid  climates  (350-800mm  annual  rainfall) and  sandy soils. A  vigorous tree  that produces  a lot of  biomass, high  seed yield, but  pods tend to  shatter.",$0.88
00051,Allium tuberosum,,02079,121A,02079-121A,,Chinese chives,,,March  2012,95%,ECHO-US,FLORIDA,Amaryllidaceae,,$0.26
00052,Acacia tumida var. tumida,,04034,061A,04034-061A,,Pindan Wattle,,tumida,5/25/2010,40%,ECHO-US,FLORIDA,Mimosaceae,"Seed flour can  make up to  25% of a  recipe.  Adapted to  tropical  semi-arid  climates  (annual  rainfall  350-800mm)  and sandy  soils.  May do  even better  with slightly  higher rainfall.  Has large,  nutritionally- balanced seed  which is easy  to harvest and  process.",$0.88
00053,Acacia auriculiformis,,03029,031A,03029-031A,,Earleaf Acacia,,,11/8/2011,40%,ECHO-US,FLORIDA,Fabaceae,"Very fast  growing on  almost any  degraded soil  (pH 3-9).  Needs full  sun.  Fuelwood,  erosion  control,  shade, weed  surppresssent . Scarify by  immersion in  boiling water  for two ",$0.88
,,,,,,,,,,,,,,,minutes  before  planting.,
00054,Acacia tumida var. tumida,,11014,111a,11014-111a,,Pindan Wattle,,tumida,Jan 2013,20%,ECHO-US,FLORIDA,Fabaceae,"Seed flour can  make up to  25% of a  recipe.  Adapted to  tropical  semi-arid  climates  (annual  rainfall  350-800mm)  and sandy  soils.  May do  even better  with slightly  higher rainfall.  Has large,  nutritionally- balanced seed  which is easy  to harvest and  process.",$0.88
00055,Amaranthus cruentus,,81039,001E,81039-001E,,Grain amaranth,,R104,Jan 2013,75%,ECHO-US,FLORIDA,Amaranthaceae,,$0.01
00056,Adenanthera pavonina,,09009,091A,09009-091A,,Sandalwood Tree  (Sandalbead),,,May 2012,10%,ECHO-US,FLORIDA,Mimosaceae,"A medium to  large-sized  tree ranging  from 6-15m in  height. Plant  in full sun, and  in frost free  locations.  Seed must be  scarified  (scratched) or  boiled for 60  seconds to  germinate.  Wood used for  furniture.  Seeds used  as beads for  necklaces and  ornaments.",$0.10
00057,Allium cepa,,08080,081A,08080-081A,,Onion,,Candy (F1),11/8/2011,100%,ECHO-US,FLORIDA,Amaryllidaceae,"Intermediate- day, hybrid  variety.  Slightly  flattened  yellow onion  has potential  for large sizes.  Maturity: 290  days if late  summer-sown  and wintered  over; 110  days if planted  in spring. Best ",$0.26
,,,,,,,,,,,,,,,at 33-40  degrees  latitude.,
00058,Allium cepa,,02115,081D,02115-081D,,Onion,,Reforma F1,May 2012,100%,ECHO-US,FLORIDA,Amaryllidaceae,,$0.26
00059,Allium cepa,,03058,081A,03058-081A,,Onion,,Red Burgundy,Jan 2013,95%,ECHO-US,FLORIDA,Amaryllidaceae,Short day.  Open  pollinated. 95  days. Smooth  glossy skin  that is  purplish-red in  color. White  sweet flesh.  Good for  storage.,$0.26
00060,Allium cepa,,03058,031A,03058-031A,,Onion,,Red Burgundy,5/2012,90%,ECHO-US,FLORIDA,Amaryllidaceae,Short day.  Open  pollinated. 95  days. Smooth  glossy skin  that is  purplish-red in  color. White  sweet flesh.  Good for  storage.,$0.26
00061,Acrocarpus fraxinifolius,,00017,001A,00017-001a,,Indian Ash/Pink  Cedar,,,Mar 2012,20%,ECHO-US,FLORIDA,Fabaceae,"Deciduous  tree, grows up  to 30-60 m.   Foliage used  for fodder,  sometimes  used as  erosion  control and  reforestation.  Seed should  be left to soak  for 24 hours  before  planting.",$0.13
00062,Allium cepa,,02113,051A,02113-051A,,Onion,,Laredo F1,Jan 2013,95%,ECHO-US,FLORIDA,Amaryllidaceae,"Short day  grano type  hybrid. Very  high yielding  white onion,  tolerant to  pink root.",$0.26
00064,Allium cepa,,02114,051A,02114-051A,,Onion,,Megane F1,,,ECHO-US,FLORIDA,Amaryllidaceae,Short day  grano type  Hybrid. Very  high yielding  white onion  with good skin  quality.,$0.26
00065,Allium cepa,,02097,021A,02097-021A,,Onion,,Red Creole,Nov 2012,95%,ECHO-US,FLORIDA,Amaryllidaceae,,$0.26
00066,Aeschynomene americana,,08091,081A,08091-081a,,American  Jointvetch/Aeschy nomene,,,Apr 2013,60%,ECHO-US,FLORIDA,Fabaceae,"Native to  moist, low  elevation ",$0.02
,,,,,,,,,,,,,,,places. Good  green manure  forage. Min of  1000 mm rain.  Good in low  areas or  drainage  ditches.,
00068,Allium cepa,,02097,021A,02097-021A,,Onion,,Red Creole,Nov 2012,95%,ECHO-US,FLORIDA,Amaryllidaceae,"An open  pollinated  short day  variety. 187  days. It has  red flesh,  tough outer  scales and  stores well.  Flattened  globe shape  bulbs.",$0.26
00069,Allium cepa,,08079,081A,08079-081a,,Onion,,White Sweet  Spanish,Jan 2013,75%,ECHO-US,FLORIDA,Amaryllidaceae,"Intermediate  day OPEN  POLLINATED  type. 95 days.  Large, white  globe with firm  flesh. Fair  keeper.",$0.26
00070,Allium cepa,,03044,031A,03044-031A,,Onion,,White Sweet  Spanish,Dec - 2010,95%,ECHO-US,FLORIDA,Amaryllidaceae,"Intermediate  day, open  pollinated  type. 95 days.  Large, white  globe with firm  flesh. Fair  keeper.",$0.26
00071,Allium ampeloprasum,,06023,061D,06023-061D,,Leek,,Large Flag,Jan 2013,80%,ECHO-US,FLORIDA,Amaryllidaceae,"125 days. A  biennial,  onion-like  crop, leeks  don't form  bulbs and  leaves are flat  and large.  A  more mild  taste than  onions, leeks  are used in  soups and  similar dishes.   Sow at less  than 1/2-inch  depth, or sow  in flats and  transplant.  Plant during  cooler season.  ",$0.26
00072,Allium tuberosum,,02079,121A,02079-121A,,Chinese chives,,,March  2012,95%,ECHO-US,FLORIDA,Amaryllidaceae,"Also called  Chinese leek,  and garlic  chives. Mild, ",$0.26
,,,,,,,,,,,,,,,"garlic-flavored  leaves. Grow  in full sun and  high organic  matter. Cut  leaves to 1""  above ground  to harvest  periodically.",
00073,Amaranthus viridis,,06033,061A,06033-061A,,Amaranth,,Green,Jan 2013,80%,ECHO-US,FLORIDA,Amaranthaceae,Also called  slender  amaranth.  Annual green  leaf vegetable.  0.5m hieght.  Sow seeds in  well-drained  composted  soil 1 cm  deep. Plant in  full sun.,$0.01
00074,Allium cepa,,05002,071A,05002-071A,,Onion,,Ringmaster,May 2012,95%,ECHO-US,FLORIDA,Amaryllidaceae,"Large, white  globes with  single centers  and firm, mild  flesh. Stores  well. Long day  type. 120 days  to harvest.  Open  pollinated.",$0.26
00075,Allium cepa,,02115,081D,02115-081D,,Onion,,Reforma F1,May 2012,100%,ECHO-US,FLORIDA,Amaryllidaceae,"Short day  grano type  hybrid.  Uniform, late  maturing,  tolerant to  pink root.  Round-high  round shape.",$0.26
00076,Avena nuda,,99081,991A,99081-991A,,Naked Oats,,,May 2012,80%,ECHO-US,FLORIDA,Poaceae,"Likes cool  weather with  moist, well  drained soil.  Cease  watering when  85% of seed  heads are  golden. Plan 5  in. apart. ",$0.01
00078,Arachis pintoi,,08046,111A,08046-111a,,Perennial/Forage  peanut,,,Nov 2012,82%,ECHO-US,FLORIDA,Fabaceae,"Germination is  difficult. Try  alternating 8  hr of light at  30C with 16 hr  of dark at  20C, in a  moist towel.  Plant 2-3 Cm  deep.  Innoculate ",$1.00
,,,,,,,,,,,,,,,with proper  bacteria  before  planting. High  quality legume  for forage and  orchard  ground cover.  Shade  tolerant.,
00079,Amaranthus hybridus,,97034,001E,97034-001E,,Grain Amaranth,,,Jan 2013,80%,ECHO-US,FLORIDA,Amaranthaceae,"Plant 1/8 inch  deep, thin to 6  inches apart.   Watch for  lodging. Grain  eaten or  ground into  flour. Leaves  eaten as  spinach or  salad.",$0.01
00080,Amaranthus  hypochondriacus,,81040,081E,81040-081E,,Mercado Grain  Amaranth,,R103,May 2012,100%,ECHO-US,FLORIDA,Amaranthaceae,"From Mexico.  Start seeds  1/4 inch deep  (in plots, or  direct seed)  and thin to 4-6  apart in rows.",$0.00
00081,Anethum graveolens,,04063,111A,04063-111A,,Dill,,Bouquet,Jan 2013,95%,ECHO-US,FLORIDA,Apiaceae,"A dark green,  strong, tall  and aromatic  annual plant.  Sow seeds in  well-drained  composted  soil 1cm deep.  plant out into  full sun in  rows 30cm  (12"") apart. ",$0.02
00082,Amaranthus  hypochondriacus,,81040,51,81040-51,,Mercado Grain  Amaranth,,R103,May 2012,100%,ECHO-US,FLORIDA,Amaranthaceae,"From Mexico.  Start seeds  1/4 inch deep  (in plots, or  direct seed)  and thin to 4-6  apart in rows.",$0.00
00083,Amaranthus  hypochondriacus,,99028,011E,99028-011e,,Grain Amaranth,,Burgundy,Jan 2013,100%,ECHO-US,FLORIDA,Amaranthaceae,"Deep red  flowers, grain  type. Start  seeds 1/4 inch  deep (in plots,  or direct seed)  and thin to 4-6  apart in rows.",$0.01
00084,Amaranthus  hypochondriacus,,87030,091E,87030-091E,,Mercado Grain  Amaranth,,Manna,Sep 2012,100%,ECHO-US,FLORIDA,Amaranthaceae,"Plant at a  shallow depth,  maintain moist  seed bed.  Cook and eat ",$0.01
,,,,,,,,,,,,,,,young leaves  like spinach;  good yields of  yellow grain.,
00085,Amaranthus tricolor,,99029,031E,99029-031E,,Vegetable  Amaranth,,Merah,Feb 2013,80%,ECHO-US,FLORIDA,Amaranthaceae,Similar to  tigerleaf  amaranth. The  ornamental  leaves are  eaten as a  warm-weather  spinach. Sow  seeds 1cm  deep in  well-drained  soil. Thin to  20cm apart in  rows.,$0.01
00087,Amaranthus tricolor,,81045,101E,81045-101E,,Vegetable  Amaranth,,Tigerleaf  R135,Jan 2013,70%,ECHO-US,FLORIDA,Amaranthaceae,Plant 1/8 inch  deep thin to 6  inches apart.  Susceptible to  lodging. Cook  leaves and  young stems;  eats like  spinach.,$0.01
00088,Amaranthus tricolor,,81036,081E,81036-081E,,Vegetable  Amaranth,,Greenleaf  R108,Apr 2013,95%,ECHO-US,FLORIDA,Amaranthaceae,"From Taiwan.  Plant 1/4""  deep, 6"" apart.  Cook leaves  and young  stems; eat like  spinach.",$0.00
00089,Basella alba,,02107,061E,02107-061E,,Malabar Spinach,,Green Vines,April 2012,85%,ECHO-US,FLORIDA,Basellaceae,"Sow seeds  1/2"" deep,  about 8"" apart  in fertile soil.  Prefers trellis.  Heat-tolerant.  Leaves eaten  raw or  cooked.",$0.57
00090,Calliandra calothyrsus,,10029,101a,10029-101a,,Calliandra,,,Apr 2013,95%,ECHO-US,FLORIDA,Mimosaceae,"For firewood,  green manure,  animal forage,  erosion  control,  flowers for  bees. Treat  seeds with hot  water, then  soak in cold  water 48  hours before  planting.",$0.07
00091,Canavalia ensiformis,,04093,121e,04093-121e,,Jack Bean,,,Apr 2013,95%,ECHO-US,FLORIDA,Fabaceae,"Drought  resistant,  green manure  and cover ",$0.09
,,,,,,,,,,,,,,,crop. Young  leaves and  immature  pods eaten  after boiling to  remove toxins.  Also used as  fodder.,
00093,Cajanus cajan,,81046,111E,81046-111E,,Pigeon pea,,2-B Bushy,6/7/2011,90%,ECHO-US,FLORIDA,Fabaceae,"Bush legume  for  intercropping,  green manure,  fodder.   Drought  tolerant. Shell  and eat young  peas, Use  dried beans  as pulse.",$0.08
00094,Basella alba/rubra mix,,02045,031M X,02045-031MX,,Malabar Spinach,,Green and red  mix,Dec - 2011,70%,ECHO-US,FLORIDA,Basellaceae,"Sow seeds  1/2-1"" deep,  about 8"" apart  in fertile soil.  Prefers trellis.  Heat- tolerant.  Leaves eaten  raw or  cooked. ",$0.57
00095,Capsicum annuum,,06012,061d,06012-061d,,Hot Pepper,,Jalapeno M,5/2012,85%,ECHO-US,FLORIDA,Solanaceae,"72-75 days to  maturity. Fruit  reaches 3"" in  length and  1.5"" in  diameter.  Fruits are dark  green to red.  Pungent with  thick walls;  upright plants.  (Scoville  rating of  3500-6000).  Open  pollinated.",$0.08
00096,Basella rubra,,93050,101E,93050-101E,,Red Malabar  Spinach,,Red,Jan 2013,60%,ECHO-US,FLORIDA,Basellaceae,"Sow seeds  1/2-1"" deep,  about 8"" apart  in fertile soil.  Prefers trellis.  Heat- tolerant.  Leaves eaten  raw or  cooked. ",$0.24
00097,Capsicum chinense,,07058,071m x,07058-071mx,,Sweet Habanero  Pepper,,Sweet  Habanero Mix,Feb 2013,90%,ECHO-US,FLORIDA,Solanceae,Sweet  habanero with  little to no  heat; may be  insect/drought /disease  tolerant. 3-4  foot somewhat ,$0.19
,,,,,,,,,,,,,,,bushy plant.,
00098,Cajanus cajan,,00096,051E,00096-051E,,Pigeon Pea,,Agroforestry  select,Nov 2011,90%,ECHO-US,FLORIDA,Fabaceae,"Bush legume  for  intercropping,  green manure,  fodder.   Drought  tolerant. Shell  and eat young  peas, use  dried beans  as pulse.",$0.08
00100,Basella alba,,97020,111E,97020-111e,,Green Malabar  Spinach,,Green/Bangla desh type,Oct 2012,80%,ECHO-US,FLORIDA,Basellaceae,"Sow seeds  1/2-1"" deep,  about 8"" apart  in fertile soil.  Prefers trellis.  Heat- tolerant.  Leaves eaten  raw or  cooked. ",$0.12
00101,Cajanus cajan,,08108,091E,08108-091E,,Pigeon Pea,,Bishop Black,9/2012,60%,ECHO-US,FLORIDA,Fabaceae,"Bush legume  for  intercropping,  green manure,  fodder.   Drought  tolerant. Shell  and eat young  peas, use  dried beans  as pulse.",$0.08
00103,Canavalia maritima,,03059,031A,03059-031A,,Beach Bean,,,Apr 2013,90%,ECHO-US,FLORIDA,Fabaceae,"A salt tolerant  green manure,  cover, and  forage crop.  Used for  beach soil  stabilization.  Young seeds  are eaten  cooked.  Scarify seeds  before  planting.",$0.09
00104,Cajanus cajan,,83091,012E,83091-012E,,Pigeon Pea,,Black,8/22/2006,70%,ECHO-US,FLORIDA,Fabaceae,"Bush legume  for  intercropping,  green manure,  fodder.   Drought  tolerant. Shell  and eat young  peas, use  dried beans  as pulse.",$0.08
00105,Capsicum chinense,,04075,111a,04075-111a,,Habanero Hot  Pepper,,Caribbean  Red,May 2012,100%,ECHO-US,FLORIDA,Solanaceae,"About 90-100  days until  maturity. Fruit  reaches 2"" in ",$0.07
,,,,,,,,,,,,,,,"length and 1""  in diameter.  Wrinkled fruits  mature from  green to a  unique red. An  extremely hot  habanero  pepper.  (Scoville  rating of 445 -  600). Open  pollinated.",
00106,Cajanus cajan,,02120,081A,02120-081A,,Pigeon Pea,,Goya,3/16/2012,90%,ECHO-US,FLORIDA,Fabaceae,"Bush legume  for  intercropping,  green manure,  fodder.   Drought  tolerant. Shell  and eat young  peas, use  dried beans  as pulse.",$0.08
00107,Benincasa hispida,,00101,021E,00101-021E,,Wax  Gourd/Chinese  Wintermelon,,,Oct 2012,100%,ECHO-US,FLORIDA,Cucurbitaceae,"Use like a firm  summer  squash. Plant  1/2 in. deep in  mounds a few  feet apart.  Prefers trellis,  but not  essential.   Also known as  ""wintermelon. "" ",$0.53
00108,Cajanus cajan,,03008,071E,03008-071E,,Pigeon Pea,,ICPL 8151,Nov 2012,80%,ECHO-US,FLORIDA,Fabaceae,"A germplasm  collection from  India.  148  days to 50%  flowering, 235  days to  maturity. Plant  height:  190cm. Late  duration,  non- determinate,  creamy white  seed color.  Very drought  tolerant. ",$0.08
00109,Benincasa hispida,,00101,041E,00101-041E,,Wax  Gourd/Chinese  Wintermelon,,,6/2012,95%,ECHO-US,FLORIDA,Cucurbitaceae,"Use like a firm  summer  squash. Plant  1/2 in. deep in  mounds a few  feet apart.  Prefers trellis,  but not  essential.  ",$0.53
,,,,,,,,,,,,,,,"Also known as  ""wintermelon. "" ",
00110,Capsicum chinense,,81008,061E,81008-061E,,Sweet Habanero  Pepper,,Ensalada,March  2012,80%,ECHO-US,FLORIDA,Solanceae,Drought  resistant hot  pepper.  Leaves can be  eaten cooked.,$0.07
00111,Benincasa hispida,,00088,051E,00088-051E,,Wax  Gourd/Chinese  Wintermelon,,,June 2010,85%,ECHO-US,FLORIDA,Cucurbitaceae,"Use like a firm  summer  squash. Plant  1/2 in. deep in  mounds a few  feet apart.  Prefers trellis,  but not  essential.   Also known as  ""wintermelon. "" ",$0.53
00112,Capsicum annuum,,10044,101a,10044-101a,,Sweet Pepper,,Capistrano,3/2012,100%,ECHO-US,FLORIDA,Solanaceae,"Open  pollinated,  high yielding  sweet pepper.  Noted for its  reliable and  production  yields of large,  dark green to  red peppers  with thick,  heavy walls.",$0.19
00113,Benincasa hispida,,04085,071E,04085-071E,,Wax  Gourd/Chinese  Wintermelon,,Large-fruited,6/2012,60%,ECHO-US,FLORIDA,Cucurbitaceae,,$0.53
00114,Capsicum frutescens,,07051,081E,07051-081E,,Hot Bush Pepper,,Indian  Firecracker,Jan 2013,70%,ECHO-US,FLORIDA,Solanaceae,Perennial hot  'bush' pepper  from India.,$0.07
00115,Cajanus cajan,,12049,121M X,12049-121MX,,Pigeon Pea,,Mix,5/25/2012,90%,ECHO-US,FLORIDA,Fabaceae,"Bush legume  for  intercropping,  green manure,  fodder.  Drought  tolerant. Shell  and eat young  peas, use  dried beans  as pulse. Mix  of  'Agroforestry  Select',  'Bishop Black',  'ICPL 8151,'  and '2-B  Bushy'.",$0.08
